Row ID,Order ID,Customer ID,Product ID,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Rate,Review,Summary
275,CA-2017-118136,BB-10990,OFF-PA-10002615,Corporate,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0,4.0572,4,Wonderful,Coolar is good but suggest that i thinks wheel also provide in coolar for easy movement
276,CA-2017-118136,BB-10990,OFF-AR-10001427,Corporate,Office Supplies,Art,Newell 330,5.98,1,0,1.5548,5,Terrific purchase,Good to go
277,CA-2017-132976,AG-10495,OFF-PA-10000673,Corporate,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768,1,Unsatisfactory,Very huge in size cooling no good feels air just like normal fan
278,CA-2017-132976,AG-10495,OFF-PA-10004470,Corporate,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072,4,Value-for-money,Awesome
279,CA-2017-132976,AG-10495,OFF-ST-10000876,Corporate,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,0.2,5.9712,2,Not good,Worst...
280,CA-2017-132976,AG-10495,OFF-LA-10002043,Corporate,Office Supplies,Labels,Avery 489,24.84,3,0.2,8.694,5,Excellent,Cooler chilled the room very fast
281,US-2015-161991,SC-20725,OFF-BI-10004967,Consumer,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,-3.432,3,Nice,It's good but size is too big
282,US-2015-161991,SC-20725,TEC-PH-10001760,Consumer,Technology,Phones,Bose SoundLink Bluetooth Speaker,1114.4,7,0.2,376.11,5,Just wow!,Its huge and secondly its as good as ac but the problem is you cannot control the cooling its good if you have a 1500 sqft house
283,CA-2015-130890,JO-15280,FUR-TA-10002903,Consumer,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,4,Wonderful,It is perfect for your daughter marriage items no doubt it is big and it is room cooler
284,CA-2015-130883,TB-21520,OFF-PA-10000474,Consumer,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.844,5,Brilliant,Amazing product. It works wonders in 45?øc and always go for wood woolen pads as they're better than honeycomb.
285,CA-2015-130883,TB-21520,TEC-AC-10001956,Consumer,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,47.96,5,Best in the market!,Very good product Don't think much more Go for it Absolutely value of money
286,CA-2015-130883,TB-21520,OFF-PA-10004100,Consumer,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,4,Very Good,It is BIG. Moving it is problematic. It would have been easier to clean if the side panels were easily removable. Does a decent job of cooling the room.
287,CA-2016-112697,AH-10195,OFF-BI-10000778,Corporate,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,254.058,7,0.7,-169.372,4,Worth the money,Good product
288,CA-2016-112697,AH-10195,OFF-AP-10002684,Corporate,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.528,2,0.2,24.316,5,Must buy!,It's very good products in online it's very well
289,CA-2016-112697,AH-10195,OFF-SU-10000646,Corporate,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,-204.3145,4,Wonderful,good
290,CA-2016-110772,NZ-18565,OFF-FA-10002983,Home Office,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836,1,Utterly Disappointed,It's a very poor quality product. Don't buy its
291,CA-2016-110772,NZ-18565,OFF-LA-10004689,Home Office,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424,4,Really Nice,Good with price
292,CA-2016-110772,NZ-18565,TEC-AC-10002001,Home Office,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966,5,Mind-blowing purchase,Too good product
293,CA-2016-110772,NZ-18565,FUR-BO-10004709,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032,4,Pretty good,Excellent cooler happy with it...
294,CA-2014-111451,KL-16555,FUR-FU-10004091,Corporate,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,5,Awesome,Very good product in low price. Its our second plastic cooler and I am happy with its cooling and other features. In future I definitely buy it again and recommend to others also. Thanks Flipkart.
295,CA-2014-111451,KL-16555,FUR-CH-10001891,Corporate,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.352,3,0.2,20.1558,1,Terrible product,Worst product ???ª???ª???ª
296,CA-2014-111451,KL-16555,FUR-FU-10002918,Corporate,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,3,0.2,-24.5646,3,Does the job,Plastic quality is not that strong as of symphony coolers
297,CA-2014-111451,KL-16555,OFF-BI-10004593,Corporate,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,-62.88,5,Excellent,Very good product
298,CA-2014-111451,KL-16555,OFF-FA-10004854,Corporate,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.552,3,0.2,9.2988,3,Decent product,"Not upto the reviews build up level. Too bulky, quite noisy, lack of wheel is biggest disadvantage. Buy at your own risk!!! Not happy overall"
299,CA-2016-142545,JD-15895,OFF-PA-10002105,Corporate,Office Supplies,Paper,Xerox 223,32.4,5,0,15.552,1,Did not meet expectations,Nonetheless i gives the feel of A.C
300,CA-2016-142545,JD-15895,OFF-ST-10002756,Corporate,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0,10.8248,1,Absolute rubbish!,"This product does not cool as much as it was written in the advertisement, I am not so happy with this product."
301,CA-2016-142545,JD-15895,OFF-PA-10004243,Corporate,Office Supplies,Paper,Xerox 1939,56.91,3,0,27.3168,4,Very Good,Good
302,CA-2016-142545,JD-15895,FUR-FU-10001861,Corporate,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0,38.024,4,Good quality product,Yup satisfied ???
303,CA-2016-142545,JD-15895,OFF-BI-10002706,Corporate,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0,6.5688,3,Does the job,Air flow is not that good.
304,US-2017-152380,JH-15910,FUR-TA-10002533,Consumer,Furniture,Tables,BPI Conference Tables,219.075,3,0.5,-131.445,3,Nice,no stand and little noisy cooler
305,CA-2015-144253,AS-10225,FUR-FU-10002671,Corporate,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,12.864,4,Worth the money,Very nice product
306,CA-2014-130960,KB-16600,OFF-AR-10003651,Corporate,Office Supplies,Art,Newell 350,9.84,3,0,2.8536,4,Worth the money,Good one..But still sounds generated by cooler are very noisy.Must buy stand with this cooler .
307,CA-2014-111003,CR-12625,OFF-BI-10001072,Home Office,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0,20.9208,5,Perfect product!,Nice product. Thanks to flipkart for early delivery. Special thanks to delivery boy for gentle behaviour ..
308,CA-2014-111003,CR-12625,OFF-AR-10002135,Home Office,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0,83.868,4,Value-for-money,Nice product with decent price.
309,CA-2017-126774,SH-20395,OFF-AR-10002804,Consumer,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0,2.0049,4,Pretty good,Prompt delivery.. Satisfied ..value for money
310,CA-2016-142902,BP-11185,FUR-FU-10001918,Corporate,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,5,Excellent,It's awesome cooler
311,CA-2016-142902,BP-11185,FUR-CH-10004086,Corporate,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,2,0.2,52.5114,5,Best in the market!,Good
312,CA-2016-142902,BP-11185,FUR-FU-10001756,Corporate,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232,1,0.2,1.7136,2,Not good,Good product. But the only drawback is to clean it. The nob in bottom available to drain water but that is not helpful if you don't have trolley.
313,CA-2016-142902,BP-11185,OFF-LA-10000634,Corporate,Office Supplies,Labels,Avery 509,6.264,3,0.2,2.0358,5,Excellent,Excellent Product. Water consumption is good. If anyone plan to buy cooler then I recommended only the RAMBO.
314,CA-2014-120887,TS-21205,FUR-FU-10001588,Corporate,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0,37.6422,5,Super!,"Best cooler , heavy duty , stong body"
315,CA-2014-167850,AG-10525,TEC-PH-10002398,Corporate,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,5,Perfect product!,Good product
316,CA-2014-167850,AG-10525,OFF-PA-10001937,Corporate,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432,4,Delightful,Product is very good.. quality of product is also good..thanks Flipkart for providing safe and on time delivery.
317,CA-2014-164259,SP-20860,OFF-AR-10003373,Corporate,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2,Moderate,Not cooling
318,CA-2014-164973,NM-18445,FUR-CH-10002602,Home Office,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,1,Very poor,no expected speed and not cooling this product.
319,CA-2014-164973,NM-18445,TEC-MA-10002927,Home Office,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0,1995.99,1,Horrible,There are no wheels to move cooler...It's very hard to place cooler after filling water...Horrible experience...Don't go for this...
320,CA-2014-164973,NM-18445,TEC-PH-10004093,Home Office,Technology,Phones,Panasonic Kx-TS550,275.94,6,0,80.0226,5,Perfect product!,Have one or two very small negligible issues otherwise product is very good. Completely cools the room.
321,CA-2014-164973,NM-18445,TEC-AC-10000892,Home Office,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360,4,0,129.6,5,Super!,Fantastic coolar nice cooling like ac
322,CA-2014-164973,NM-18445,OFF-ST-10002974,Home Office,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0,13.071,5,Worth every penny,"Nice product, cooling and speed is good."
323,CA-2014-156601,FA-14230,OFF-FA-10000624,Corporate,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0,3.58,5,Fabulous!,Good
324,CA-2016-162138,GK-14620,OFF-BI-10004593,Corporate,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,4,Wonderful,Nice cooling nice products But body isn't properly fit
325,CA-2016-162138,GK-14620,TEC-AC-10001908,Corporate,Technology,Accessories,Logitech Wireless Headset h800,99.99,1,0,34.9965,5,Best in the market!,Superb cooler in this price
326,CA-2017-153339,DJ-13510,FUR-FU-10001967,Corporate,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,5,Wonderful,Awesome
327,US-2016-141544,PO-18850,TEC-PH-10003645,Consumer,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762,1,Absolute rubbish!,Please dont buy this productAfter 1 month fan is not work properBuy blower fan cooler Blower fan cooler is best
328,US-2016-141544,PO-18850,OFF-ST-10000675,Consumer,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,5,Mind-blowing purchase,Nice cooler Cooling awesome
329,US-2016-141544,PO-18850,FUR-CH-10003312,Consumer,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016,4,Nice product,Very nice product......
330,US-2016-141544,PO-18850,OFF-LA-10001074,Consumer,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831,5,Simply awesome,Super cooling
331,US-2016-141544,PO-18850,OFF-BI-10001524,Consumer,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936,4,Really Nice,Excellent product
332,US-2016-150147,JL-15850,TEC-PH-10004614,Consumer,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,4,Delightful,Nice prodouct
333,US-2016-150147,JL-15850,OFF-BI-10001153,Consumer,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816,5,Super!,Excellent air cooler.
334,US-2016-150147,JL-15850,OFF-BI-10001982,Consumer,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272,4,Really Nice,Overall very goodBut warranty card 3 month ago
335,CA-2015-137946,DB-13615,OFF-BI-10001922,Consumer,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,4,Wonderful,Good air cooler Value for money Sound is very less Build quality need to be improve.
336,CA-2015-137946,DB-13615,TEC-CO-10001449,Consumer,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984,2,0.2,335.9944,5,Best in the market!,Super........... Very good product
337,CA-2015-137946,DB-13615,OFF-BI-10004140,Consumer,Office Supplies,Binders,Avery Non-Stick Binders,14.368,4,0.2,4.49,5,Terrific purchase,"Nice one, no need of AC"
338,CA-2014-129924,AC-10420,OFF-BI-10003314,Corporate,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,5,Fabulous!,Fantastic cooler in this range. Chilled more than expected.
339,CA-2014-129924,AC-10420,FUR-TA-10004575,Corporate,Furniture,Tables,Hon 5100 Series Wood Tables,698.352,3,0.2,-17.4588,5,Fabulous!,Good
340,CA-2015-128167,KL-16645,OFF-FA-10000490,Consumer,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0,2.3312,4,Delightful,Simple super
341,CA-2014-122336,JD-15895,OFF-AR-10000122,Corporate,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,5,Excellent,Good Product
342,CA-2014-122336,JD-15895,OFF-BI-10003656,Corporate,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976,5,Worth every penny,"Working great. Three side cooling pad has increased its efficiency. The fan speed and airflow amount could be better. It is very difficult to put water from the front. A lot of design flaws. But at this price point, it's better than other brand products. For optimal comfort and cooling, the cooler needs to put outside the room in an open space or near the window of a well-ventilated room."
343,CA-2014-122336,JD-15895,OFF-FA-10002780,Corporate,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724,5,Brilliant,Awesome product.... if possible pls provide wheel stand with product.
344,CA-2014-122336,JD-15895,TEC-PH-10000702,Corporate,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928,12,0.4,8.3916,5,Terrific purchase,Good product. The only draw back is there is no space for putting ice.
345,US-2015-120712,CS-12130,OFF-ST-10000107,Consumer,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,3,Just okay,Unable to open to change water or grass..
346,CA-2017-169901,CC-12550,TEC-PH-10002293,Consumer,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,5,Excellent,Nice product with good blower and fast cooling.... A real satisfaction for money.....
347,CA-2017-134306,TD-20995,OFF-AR-10004027,Consumer,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0,3.0996,1,Horrible,Don't buy any one
348,CA-2017-134306,TD-20995,OFF-PA-10000249,Consumer,Office Supplies,Paper,Easy-staple paper,24.56,2,0,11.5432,2,Bad quality,Built quality is good but fan is not much powerful as expected it is good for small room. I am going to return it
349,CA-2017-134306,TD-20995,OFF-AR-10001374,Consumer,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0,4.1472,5,Excellent,This is best Air cooler within 8K price tag.
350,CA-2016-129714,AB-10060,TEC-AC-10000290,Home Office,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0,2.3086,4,Value-for-money,Cooling is perfect.
351,CA-2016-129714,AB-10060,OFF-PA-10001970,Home Office,Office Supplies,Paper,Xerox 1881,24.56,2,0,11.5432,3,Good,Good quality
352,CA-2016-129714,AB-10060,OFF-BI-10002160,Home Office,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,0.2,1.0668,5,Must buy!,Awesome in everything...value for money.....nice cooling
353,CA-2016-129714,AB-10060,OFF-PA-10001970,Home Office,Office Supplies,Paper,Xerox 1881,49.12,4,0,23.0864,4,Really Nice,Cooler is jabardast but not honeycomb pad
354,CA-2016-129714,AB-10060,OFF-BI-10004995,Home Office,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,0.2,1415.4296,5,Classy product,Very good product in this price....
355,CA-2016-138520,JL-15505,FUR-BO-10002268,Consumer,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588,5,Perfect product!,Minimum price maximum performance
356,CA-2016-138520,JL-15505,OFF-EN-10001137,Consumer,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0,3.7996,5,Perfect product!,Fantastic products in such low price.. go for this without hesitation
357,CA-2016-138520,JL-15505,OFF-AR-10002399,Consumer,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0,6.9864,5,Worth every penny,Superb
358,CA-2016-138520,JL-15505,OFF-PA-10002713,Consumer,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4,5,0,15.824,5,Worth every penny,Very niceCooling very goodSize Big
359,CA-2016-130001,HK-14890,OFF-PA-10002666,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325,4,Worth the money,nice product
360,CA-2017-155698,VB-21745,OFF-AP-10001124,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,8,0,168.4384,4,Value-for-money,"First thing cooler is very silent ,at the lowest speed noise is minimalSecond all the other things is equivalent to 10-15,000 price cooler"
361,CA-2017-155698,VB-21745,OFF-LA-10001158,Corporate,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936,5,Just wow!,Very nice product I am satisfied this order
362,CA-2017-144904,KW-16435,OFF-LA-10001158,Consumer,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0,9.936,4,Pretty good,Wanted to give 5 ƒ? but to handle this huge cooler atleast it should have wheels at the bottom. Unfortunately it's not available.
363,CA-2017-144904,KW-16435,FUR-CH-10000785,Consumer,Furniture,Chairs,Global Ergonomic Managers Chair,488.646,3,0.1,86.8704,5,Fabulous!,Nice product
364,CA-2017-144904,KW-16435,OFF-AR-10003732,Consumer,Office Supplies,Art,Newell 333,5.56,2,0,1.4456,4,Good quality product,Awesome.product..best cooling
365,CA-2017-144904,KW-16435,FUR-FU-10000023,Consumer,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,20.7328,5,Worth every penny,Very very nice product
366,CA-2014-123344,JD-16060,OFF-ST-10001713,Consumer,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0,8.4784,3,Nice,Product does not working defective please return
367,CA-2016-155516,MK-17905,OFF-BI-10002412,Corporate,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2,4,0,10.44,4,Delightful,"Best performance and minimum sound.Thanku Flipkart...,."
368,CA-2016-155516,MK-17905,OFF-SU-10001225,Corporate,Office Supplies,Supplies,Staple remover,7.36,2,0,0.1472,5,Mind-blowing purchase,Superb go for it
369,CA-2016-155516,MK-17905,OFF-ST-10002406,Corporate,Office Supplies,Storage,Pizazz Global Quick File,104.79,7,0,29.3412,3,Good,Wonderfull
370,CA-2016-155516,MK-17905,FUR-BO-10002545,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0,271.4192,5,Best in the market!,"Good product,delivered in few days"
371,CA-2017-104745,GT-14755,OFF-PA-10002036,Consumer,Office Supplies,Paper,Xerox 1930,25.92,5,0.2,9.396,1,Terrible product,No doubt it is good in this price
372,CA-2017-104745,GT-14755,OFF-ST-10002205,Consumer,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746,5,Must buy!,AwesomeFull satisfied
373,US-2014-119137,AG-10900,OFF-BI-10001982,Consumer,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5,0.7,-5.712,5,Fabulous!,Excellent cooling at this price range.Delivered as per the date expected.
374,US-2014-119137,AG-10900,TEC-AC-10003911,Consumer,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.936,8,0.2,179.1888,5,Classy product,Good
375,US-2014-119137,AG-10900,OFF-AR-10000658,Consumer,Office Supplies,Art,Newell 324,9.24,1,0.2,0.924,5,Terrific purchase,Veri nice desert cooler. Size of the cooler exceed the expectations. Timely delivered.
376,US-2014-119137,AG-10900,TEC-AC-10002076,Consumer,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,10,0.2,-29.94,4,Good quality product,Thank u flipcart for quick delivery
377,US-2016-134656,MM-18280,OFF-PA-10003039,Corporate,Office Supplies,Paper,Xerox 1960,99.136,4,0.2,30.98,4,BEST PRODUCT AND BEST BUY,"Thanks to FLIPCART ,very fast delivery .Boys are with corona precautions .Best cooler ,but need to give more plug wire and stand ..This is not a cooler ,feel like AC"
378,US-2017-134481,AR-10405,FUR-TA-10004915,Corporate,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.424,7,0.3,-297.6848,1,Utterly Disappointed,"Don't buy this product total waste of money and time, fan speed slowly decreasing and cooling is not that good, consistent."
379,CA-2015-130792,RA-19915,OFF-AP-10000696,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,8.652,3,0.8,-20.3322,5,Classy product,One of the best cooler .good use plastic meterial.best cooling
380,CA-2015-130792,RA-19915,OFF-ST-10003327,Consumer,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832,3,0.2,2.6811,5,Mind-blowing purchase,Very good product
381,CA-2015-130792,RA-19915,OFF-BI-10000309,Consumer,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728,4,Pretty good,"Value for money, good"
382,CA-2016-134775,AS-10285,OFF-PA-10004734,Corporate,Office Supplies,Paper,Southworth Structures Collection,50.96,7,0,25.48,5,Simply awesome,It's good
383,CA-2016-134775,AS-10285,OFF-BI-10002225,Corporate,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,5,Highly recommended,Good man
384,CA-2015-125395,LA-16780,TEC-AC-10004708,Corporate,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0,8.799,5,Classy product,Superb cooling.
385,US-2015-168935,DO-13435,FUR-TA-10000617,Consumer,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.4575,3,0.45,-157.0095,5,Just wow!,Super ????????????
386,US-2015-168935,DO-13435,TEC-AC-10002335,Consumer,Technology,Accessories,Logitech Media Keyboard K200,83.976,3,0.2,-1.0497,5,Must buy!,Perfect cooler as it's name Maharaja and gives very cool air in hot and dry climate
387,CA-2015-122756,DK-13225,TEC-MA-10001681,Corporate,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,4,0.7,-337.638,5,Excellent,Super cool and quality
388,CA-2015-122756,DK-13225,FUR-FU-10001935,Corporate,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,0.777,5,Worth every penny,Excellent team. Safe & hygiene delivery.Product working really great
389,CA-2014-115973,NG-18430,OFF-AR-10004757,Consumer,Office Supplies,Art,Crayola Colored Pencils,2.624,1,0.2,0.4264,5,Super!,Noiseless...air pressure n speed awesome...cooling like Ac...really worth it product ...colour design all r decent
390,CA-2017-101798,MV-18190,OFF-BI-10000050,Consumer,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,4,0.2,7.884,5,Awesome,Product is good and the behavior of delivery boy is also good nice product flipkart thankyou
391,CA-2017-101798,MV-18190,TEC-AC-10001998,Consumer,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,2,0,13.5932,5,Must buy!,Nice product in this price.
392,US-2014-135972,JG-15115,TEC-PH-10003012,Consumer,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.384,2,0.2,27.7182,4,Good quality product,"Cooling best ,minimum sound ,fan speed goodBut some parts of the cooler are missingNo service avaialbleWe called Flipcart they didn't respond properly ...finally we got the spare parts from local service shop"
393,US-2014-135972,JG-15115,TEC-CO-10002313,Consumer,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,3,0,701.9883,5,Classy product,Low on noise high capacity big inner space for cooling
394,US-2014-134971,BP-11095,OFF-BI-10003982,Corporate,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.462,3,0.8,-20.5623,5,Wonderful,Good product and nice cooling...but it's accupy large place it suitable in hall
395,CA-2017-102946,VP-21730,OFF-BI-10004492,Home Office,Office Supplies,Binders,Tuf-Vin Binders,75.792,3,0.2,25.5798,5,Just wow!,Best cooler. I got it for 7k .
396,CA-2017-165603,SS-20140,OFF-ST-10000798,Corporate,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,2,0,9.4924,5,Classy product,Good but there is have no stand that's much desopointed
397,CA-2017-165603,SS-20140,OFF-PA-10002552,Corporate,Office Supplies,Paper,Xerox 1958,12.96,2,0,6.2208,4,Good choice,very cool
398,CA-2015-122259,HP-14815,OFF-SU-10002573,Home Office,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,4,0,21.036,3,Fair,Nice cooler
399,CA-2016-108987,AG-10675,OFF-ST-10001580,Consumer,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952,3,0.2,3.5952,4,Wonderful,Excellent but it's big sound as compare to others cooler.
400,CA-2016-108987,AG-10675,FUR-BO-10004834,Consumer,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,4,0.32,-317.1528,5,Fabulous!,very nice product go without second thought it is far better than 70 L also as pad is wood wool it is better than hone bee its chilled the room within 15 min purchase blidenly
401,CA-2016-108987,AG-10675,OFF-ST-10000934,Consumer,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136,4,0.2,-32.784,4,Very Good,Nice cooler in this range .
402,CA-2016-108987,AG-10675,TEC-AC-10000158,Consumer,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584,2,0.2,0.7198,4,Pretty good,Cooler is Good and nice coolingNice service nice coolling
403,CA-2014-113166,LF-17185,OFF-PA-10001947,Consumer,Office Supplies,Paper,Xerox 1974,9.568,2,0.2,3.4684,5,Perfect product!,This cooler is coolƒ?‹?
404,CA-2014-155208,SP-20650,OFF-AR-10003478,Corporate,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072,6,0.2,9.768,4,Nice product,Everything was superb!!...only this was it doesn't have wheels under it.
405,CA-2017-117933,RF-19840,OFF-AP-10004249,Consumer,Office Supplies,Appliances,Staple holder,35.91,3,0,9.6957,4,Very Good,Nice cooler
